Site,Name,Lat,Lon,Start,End,Years,%,AWS
68149,MOUNT KEMBLA,-34.4167,150.8167,Jan 1895,Dec-18,24,100,N
68150,NARELLAN,-34.0333,150.7833,Nov 1895,Jun-33,37.7,100,N
68151,JERVIS BAY (POINT PERPENDICULAR AWS),-35.0936,150.8049,May-01,Jan-24,22.8,100,Y
68152,PICTON COLLEGE (WARATAH),-34.2833,150.55,Oct-03,Nov-16,11.4,87,N
68153,WOLLONGONG (ROSEMOUNT),-34.4,150.9,Oct-13,Jul-34,20.8,100,N
68154,STOCKYARD MOUNTAIN,-34.6167,150.8,Jan 1898,Dec-19,21.9,100,N
68155,THE HILL,-34.5833,150.8,Sep 1895,Sep-19,24.1,100,N
68156,ULSTER PARK,-34.6333,150.5333,Sep 1889,Mar-11,8.7,40,N
68157,YARROW (BOURAL),-34.5,150.4,Jun-12,Jul-30,18,99,N
68158,PICTON RUMPKER STREET,-34.1833,150.6,May-64,Jul-87,23.3,100,N
68159,WEDDERBURN (BOOALBYN),-34.1656,150.8077,May-64,Jan-24,41.2,69,N
68160,CAMPBELLTOWN (KENTLYN (GEORGES RIVER ROA,-34.0542,150.8772,Jun-66,Jan-24,43.9,76,N
68161,WATTAMOLLA,-34.7333,150.6167,Apr-66,Sep-75,9.3,97,N
68162,TALLONG,-34.75,150.1667,Feb 1895,Dec-36,41.2,98,N
68163,LEICESTER PARK,-34.4167,150.4,Jan-57,Dec-70,14,100,N
68164,OAKDALE (SILVER HILL),-34.1,150.5167,Mar-56,Dec-67,11.8,100,N
68165,OAKDALE (NATTAI RIVER),-34.0667,150.4333,Mar-58,Dec-67,9.7,98,N
68166,BUXTON (AMAROO),-34.2424,150.522,Jul-66,Nov-21,51.3,92,N
68167,KANGAROO VALLEY (GLENGARRY),-34.7281,150.4517,Aug-00,May-02,1.8,100,N
68168,KNIGHTS HILL (CHANNEL 5A),-34.6244,150.6939,Mar-64,Dec-90,26.4,98,N
68169,MOUNT KEIRA (YATES AVE),-34.4138,150.8572,Feb-66,Nov-07,41.8,100,N
68170,MOUNT NEBO COLLIERY,-34.4333,150.8,Feb-66,Apr-79,11.7,88,N
68171,WOLLONGONG OBRIENS ROAD,-34.4333,150.85,Feb-66,Jan-71,4.7,93,N
68172,MOUNT KEMBLA 2,-34.4333,150.8167,Feb-66,Oct-67,1.8,100,N
68173,KEMBLA HEIGHTS CORDEAUX ROAD,-34.4333,150.8,Apr-67,Apr-68,1.1,100,N
68174,WOODHILL BROGERS CREEK ROAD,-34.7183,150.685,Apr-67,May-94,27.2,100,N
68175,TOOLIJOOA (NYORA),-34.7617,150.7911,Jan-67,Sep-15,48.3,99,N
68176,TAHMOOR (RANFURLY),-34.25,150.6333,Apr-68,Aug-72,4.4,100,N
68177,MADDENS PLAINS (BOOMERANG GOLF LINKS),-34.2517,150.9444,Jun-07,Jul-90,54.4,65,N
68178,BARREN GROUNDS NATURE RES.,-34.6833,150.7167,Apr-73,Oct-76,3.6,100,N
68179,KANGALOON POST OFFICE,-34.55,150.5333,Nov-68,Apr-76,7.4,99,N
68181,HAMPDEN BRIDGE (KANGAROO RIVER),-34.7275,150.5208,Dec-00,Jan-24,23,99,N
68182,NERRIGA (GLENGARRY),-35.1333,150.1333,Aug-69,Oct-73,4.3,100,N
68183,NERRIGA (TOUGA),-34.95,150.0833,Mar-61,Dec-77,16.8,100,N
68184,BOWRAL CENTENNIAL ROAD,-34.4667,150.3833,Jan-67,Jul-77,10.3,98,N
68185,WILDES MEADOW (LONGVIEW),-34.6167,150.5333,Jan-52,Jul-88,36.1,99,N
68186,BERRIMA WEST (MEDWAY (WOMBAT CREEK)),-34.4839,150.2867,May-70,Jul-23,52.7,99,N
68188,WOLLONGONG UNIVERSITY,-34.403,150.8795,Sep-70,Jun-08,37.8,100,N
68190,WATTAMOLLA (TAMOL),-34.7371,150.6236,Sep-70,Jun-18,47.7,100,N
68191,BARRALLIER (BELL BIRD),-34.3,150.0667,Apr-71,Apr-73,2.1,100,N
68192,CAMDEN AIRPORT AWS,-34.039,150.689,Jan-43,Jan-24,50.3,62,Y
68193,BARGO POST OFFICE,-34.2833,150.5833,Apr-02,Sep-70,21.6,31,N
68194,NATTAI RIVER,-34.1,150.4,May-40,Nov-52,7.7,61,N
68195,MOSS VALE (TOROKINA),-34.6368,150.4026,Oct-71,Mar-09,37.5,100,N
68196,BELLAWONGARAH,-34.7667,150.6333,Nov-03,Dec-19,15.8,98,N
68197,FOXGROUND ROAD,-34.7376,150.7674,Nov-45,Dec-23,68.8,88,N
68199,OAK FLATS (THE BOULEVARDE),-34.556,150.8162,Mar-74,Jun-05,19.2,61,N
68200,DOUGLAS PARK ( ST. MARYS TOWERS),-34.2075,150.7095,Feb-74,Dec-23,48.8,98,N
68201,GOONDARIAN CREEK (MOUNT KEMBLA),-34.4333,150.8167,Jan-08,Jul-22,14.4,99,N
68202,ROBERTSON (PEARSONS LANE),-34.6033,150.5487,May-97,Jan-24,26.4,99,N
68203,SASSAFRAS (ETTREMA),-35.085,150.23,Jan-54,Nov-72,17.9,95,N
68204,SUSSEX INLET BOWLING CLUB,-35.1702,150.5908,Jan-52,Feb-16,63.4,99,N
68207,COBBITY (ROSENEATH),-34.0167,150.6833,Oct 1888,Nov-74,82.2,95,N
68208,WERONBI POST OFFICE,-33.9833,150.5833,Jan-54,Jul-75,21.6,100,N
68209,JAMBEROO  (DRUEWALLA),-34.6557,150.7293,Nov-63,Nov-16,49.4,93,N
68210,COOLANGATTA,-34.8667,150.7167,Jan 1891,May-10,19.2,99,N
68213,NOWRA BOAT SHED (SHOALHAVEN RIVER),-34.8667,150.605,Dec-00,Jan-24,22.8,98,N
68215,GREENSTEAD (WINGECARRIBEE RIVER),-34.4167,150.1967,Dec-00,Feb-23,22,99,N
68216,MENANGLE BRIDGE (NEPEAN RIVER),-34.1194,150.7402,Dec-00,Jan-24,22.4,97,N
68217,BARRENGARRY (THE OLD SCHOOL HOUSE),-34.6866,150.5253,Nov-82,Jan-24,38.3,93,N
68218,WATTAMOLLA (GRIFFITHS),-34.7208,150.6491,Feb-93,Jan-24,28.3,91,N
68220,MINTO (ALDERNEY STREET),-34.0411,150.8458,Apr-84,Jun-96,9.6,78,N
68222,WANDANDIAN POST OFFICE,-35.087,150.5135,Apr-85,Jun-03,18.1,99,N
68223,WOMBARRA (REEF AVE),-34.2785,150.9554,Jan-71,Sep-13,42.7,100,N
68224,ROBERTSON (THE PIE SHOP),-34.5858,150.6264,Sep-85,Jan-24,37.3,97,N
68225,CAMDEN (CAMTRAC),-34.04,150.6983,Sep-86,Jun-00,13.6,98,N
68226,ROYAL NATIONAL PARK (GARRAWARRA FARM),-34.1828,151.0383,May-85,Feb-97,4.8,41,N
68227,AMBARVALE CLENNAM AVE,-34.0867,150.7917,Oct-88,Dec-91,3.3,100,N
68228,BELLAMBI AWS,-34.3691,150.9291,Apr-97,Jan-24,26.8,100,Y
68229,BENDALONG STP,-35.2439,150.5097,May-39,Feb-23,79.1,94,N
68230,CAMPBELLTOWN U.W.S.,-34.0697,150.7878,Mar-92,Jun-94,1.1,46,N
68231,RUSE (DENISON STREET),-34.063,150.8489,May-92,Feb-11,18.3,97,N
68233,GRASSY GULLY (SHOALHAVEN RIVER),-34.845,150.432,Dec-00,Jan-24,21.2,91,N
68234,APPIN (WILTON ROAD),-34.2206,150.7685,Aug-09,Oct-10,0.9,73,N
68237,KEMBLA GRANGE RACECOURSE,-34.4724,150.8178,Feb-94,Jun-03,5.4,58,N
68238,UPPER KANGAROO VALLEY (NELLSVILLE),-34.6879,150.6027,Dec-92,Mar-02,8.2,87,N
68239,MOSS VALE AWS,-34.5253,150.4217,Feb-01,Jan-24,23,100,Y
68240,WINDANG KRUGER AVE,-34.525,150.8714,Sep-95,Dec-01,6.3,100,N
68241,ALBION PARK (SHELLHARBOUR AIRPORT),-34.5639,150.7924,Jun-99,Jan-24,24.7,100,Y
68242,KIAMA (BOMBO HEADLAND),-34.6532,150.8609,Dec-01,Jan-24,17.2,77,Y
68243,BURRAWANG (SPURFIELD),-34.5776,150.5118,Nov-00,Dec-23,23.2,100,N
68244,PYREE (LE WARNETRE),-34.9073,150.6841,Jan-01,Aug-17,16.7,100,N
68245,CALLALA TREATMENT PLANT,-34.9528,150.702,Jan-01,Feb-22,21.2,100,N
68246,BLACKBUTT (TAMMAR PLACE),-34.5707,150.8383,Jan-02,Jan-24,22.1,100,N
68247,BEAUMONT (THE CEDARS),-34.768,150.5622,Jan-93,Jan-24,31.1,100,N
68248,FITZROY FALLS (RED HILLS),-34.6625,150.4333,Oct-02,Mar-23,20,98,N
68249,TOUGA,-34.9636,150.0967,Oct-02,Jan-24,19.9,93,N
68250,CAMDEN VALLEY (GOLF RESORT),-34.0161,150.7673,Feb-07,Feb-12,5,98,N
68251,CALLALA BAY (DONOVAN CLOSE),-34.9914,150.7239,Jun-97,Sep-14,17.2,99,N
68252,KIAMA (BRIGHTON ST),-34.6708,150.8497,Aug-03,Jan-24,19.8,97,N
68254,MOUNT ANNAN (AUSTRALIAN BOTANIC GARDEN),-34.0673,150.7678,Jan-02,Oct-22,20.8,100,N
68255,BOWRAL (ORCHARD ST),-34.4875,150.4014,Nov-04,Jan-24,18.6,96,N
68257,CAMPBELLTOWN (MOUNT ANNAN),-34.0615,150.7735,Nov-06,Jan-24,17.3,100,Y
68262,HIGH RANGE AWS (WANGANDERRY),-34.3335,150.267,Jul-14,Jan-24,9.6,100,Y
68263,HOLSWORTHY DEFENCE AWS,-34.081,150.9009,Dec-17,Jan-24,6.2,100,Y
68264,JERVIS BAY NSW (JERVIS BAY AIRFIELD AWS),-35.144,150.6974,Oct-18,Jan-24,5.3,100,Y
69000,ARALUEN POST OFFICE,-35.65,149.8167,Sep 1891,Apr-70,78.7,100,N
69001,BATEMANS BAY POST OFFICE,-35.7086,150.1769,Nov 1895,Feb-96,100.3,100,N
69002,BEGA (NEWTOWN ROAD),-36.6883,149.838,Mar 1879,Jan-24,140.1,97,N
69003,BEMBOKA POST OFFICE,-36.6277,149.5706,Nov 1889,Jan-24,133.5,99,N
69004,BENANDRA STATE FOREST,-35.6,150.2,Jun-36,Jun-59,23.1,100,N
69005,BERMAGUI SOUTH (YOUNG STREET),-36.4269,150.0787,Nov-24,Jan-16,88.8,97,N
69006,BETTOWYND (BELLARINGAH),-35.6972,149.7914,Apr 1896,Jan-24,124.2,97,N
69007,BODALLA STATE FOREST,-36.15,150.1,Jul-36,Oct-61,25.3,100,N
69008,YATTEYATTAH (POINTER ROAD),-35.2677,150.4068,Oct-98,Jul-18,19.8,100,N
69009,BOYD EAST STATE FOREST,-37.1,149.9,May-38,Jun-46,8.2,100,N
69010,BRAIDWOOD (MONKITTEE STREET),-35.4489,149.799,Dec 1887,Dec-23,135.9,100,N
69011,WYNDHAM (NYUMBANI),-36.9463,149.6696,Nov-00,May-10,9.1,95,N
69012,BURRAGATE POST OFFICE,-37.0167,149.6167,Nov-00,May-74,66.3,90,N
69013,CANDELO POST OFFICE,-36.7677,149.6951,Apr 1887,Jul-23,136,100,N
69014,COBARGO POST OFFICE,-36.388,149.8881,Nov 1887,Oct-23,128.4,94,N
69015,EDEN (MARINE RESCUE EDEN),-37.075,149.914,May 1869,Sep-22,150.3,98,N
69016,MILTON (SARAH CLAYDON VILLAGE),-35.3166,150.4432,Sep 1876,Mar-19,132.3,93,N
69017,MONTAGUE ISLAND LIGHTHOUSE,-36.2519,150.2275,Sep-55,Jan-24,67.4,98,Y
69018,MORUYA HEADS PILOT STATION,-35.9093,150.1532,Jun 1875,Jan-24,148.7,100,N
69019,CATHCART (MOUNT DARRAGH),-36.8402,149.5257,Jan-24,Nov-23,98.5,99,N
69020,MURRAMURRANG,-35.5,150.4,Mar-46,Jun-52,4.3,67,N
69021,NALBAUGH STATE FOREST,-37.0667,149.35,Apr-38,Apr-77,38.8,99,N
69022,NAROOMA (MARINE RESCUE),-36.2144,150.1358,Jan-10,Jan-24,97.9,86,N
69023,NELLIGEN  (THULE ROAD),-35.6488,150.1454,Oct 1898,Jan-24,81.8,65,N
69024,PAMBULA POST OFFICE,-36.9299,149.8749,Jan-09,Oct-12,103.6,100,N
69025,BENDALONG JACARANDA AV,-35.25,150.5333,Jan-71,Apr-89,3.2,17,N
69026,ROCKY HALL POST OFFICE,-36.9333,149.5,Jan 1890,Oct-76,56.3,65,N
69027,TATHRA POST OFFICE,-36.7297,149.9856,May-02,Jan-03,85.9,85,N
69028,TILBA TILBA,-36.3,150,Apr-01,Apr-62,46.9,77,N
69029,EDEN (TIMBILLICA),-37.3623,149.6984,Sep-09,Jan-24,114.4,100,N
69030,TOOTHDALE,-36.8,149.8,Feb-07,Mar-46,34.2,87,N
69031,ULLADULLA,-35.3667,150.4833,Jan-37,Jun-74,36,96,N
69032,WAPENGO LAKE ROAD,-36.6045,150.0191,Dec-26,Aug-23,96.2,99,N
69033,MORUYA (BURRA CREEK),-35.9017,149.9611,Jul-01,Jan-24,22.4,99,N
69034,TILBA TILBA 2,-36.3667,150.0667,Jan-52,Mar-55,3.3,100,N
69035,BETTOWYND (NOBBYS HILL),-35.7564,149.815,Aug-01,Jan-24,22.3,99,N
69036,BODALLA POST OFFICE,-36.0876,150.051,Jan 1876,Dec-23,141.8,96,N
69037,BELOWRA STATION,-36.201,149.7106,Jan-38,Dec-19,81.9,100,N
69038,MORUYA BOWLING CLUB,-35.9167,150.0667,Nov 1886,Nov-66,29.9,37,N
69039,TILBA TILBA (MOUNTAIN VALLEY),-36.3375,150.0625,Apr-55,Oct-00,39.9,88,N
69040,KIOLOA OLD POST OFFICE,-35.5448,150.3758,May-57,May-21,61.9,97,N
69041,CHARLEYONG (NERRIGA ROAD),-35.2514,149.9158,Jan-51,Dec-23,73,100,N
69042,MORUYA (THE LAGOON),-35.7661,149.9416,Jan-60,Jan-24,62.3,97,N
69043,MORUYA (DEUA RIVER FARM),-35.8333,149.9833,Feb-71,May-76,5.3,100,N
69044,CADGEE (WATTLEGROVE),-36.2,149.9,Aug-61,Nov-62,1.3,100,N
69045,COUNTEGANY,-36.2,149.45,Apr 1897,Dec-64,33.1,49,N
69046,MONGARLOWE,-35.4333,149.9333,Jan-60,Sep-66,6.6,97,N
69047,NIMMITABEL (KYBEYAN (DOOLONDONDOO)),-36.363,149.4909,Jan-01,Oct-23,22.8,100,N
69048,UPPER DEUA (WARAWITCHA),-35.757,149.8238,May-01,Jan-23,21.8,100,N
69049,NERRIGA COMPOSITE,-35.1165,150.0847,Apr 1898,Jan-24,91.2,72,N
69050,COBARGO (WANDELLOW),-36.2967,149.8423,Apr-65,Oct-23,57.5,98,N
69051,UPPER BROGO (UPPER BROGO RD),-36.4688,149.773,Jul-62,Mar-14,43.9,85,N
69052,BATEMANS BAY - BUCKENBOWRA,-35.7343,150.0508,Jan-43,Dec-23,80.9,100,N
69053,BURREWARRA NORTH,-35.8167,150.2167,Jun-62,Dec-70,5.8,67,N
69054,TUROSS,-36.2967,149.5107,Mar-46,Jan-24,77.9,100,N
69055,GREEN CAPE LIGHTHOUSE,-37.2614,150.0497,Apr-04,Jan-24,79.7,66,N
69056,JUMPING CREEK,-36.5167,149.4667,Jan-63,May-64,1.4,100,N
69057,TOWAMBA LOWER,-37.1167,149.7333,May-62,Dec-74,12.3,97,N
69058,NARRABARBA,-37.25,149.8167,May-62,Jul-63,1.3,100,N
69059,NERRIGUNDAH,-36.1167,149.9,May-00,Nov-66,23.1,35,N
69060,BOMBALA (NUNGATTA),-37.2333,149.4,Jan 1890,Nov-78,46.5,52,N
69061,ROCKTON (KAPUNDA),-37.15,149.3167,May-62,Dec-78,15.8,94,N
69062,SNOWBALL,-35.9446,149.5876,Oct 1896,Jan-24,68.6,54,N
69063,WADBILLIGA,-36.2597,149.6433,May-62,Dec-95,31.8,94,N
69064,WEE-BAH,-36.4667,149.9,May-62,Mar-70,7.8,99,N
69065,BROGO (HAWKS HEAD ROAD),-36.5675,149.7509,May-62,Dec-23,58.3,95,N
69066,WYNDHAM POST OFFICE,-36.9296,149.646,Jun 1890,Dec-23,116.6,87,N
69067,TUROSS HEAD (NELSON PDE),-36.0643,150.126,Nov-01,Dec-18,17.2,100,N
69068,WAPENGO (HUNTERS RD),-36.6032,149.9985,May-02,Dec-23,21.7,100,N
69069,CANDELO (KANOONA (TILLSIDE)),-36.762,149.7714,Jan-02,Mar-14,12.3,100,N
69070,BROADWATER FORESTRY,-37,149.95,Jan-40,Sep-46,6.8,100,N
69071,BRAIDWOOD 1,-35.4667,149.8167,Jan 1877,Dec-01,25,100,N
69072,CRAGIE,-37.1333,149.1167,Sep-01,May-34,32.8,100,N
69073,TOWAMBA (NUNGATTA ST),-37.0876,149.6933,Jan-76,Mar-16,34.7,86,N
69074,NOOPOOR,-37.1,149.4167,Oct-02,Dec-20,17.6,96,N
69075,YOWRIE,-36.3167,149.7333,Nov-03,Sep-88,31.3,37,N
69076,DIGNAMS CREEK,-36.3,150,Feb-12,Dec-29,17.9,100,N
69077,KINGSWOOD,-36.7,149.7,Jan 1890,May-32,36.3,86,N
69078,NETHERCOTE,-37.05,149.7333,Feb-02,Nov-43,40.1,96,N
69079,NUMBUGGA,-36.6333,149.75,Jun-05,May-25,15.9,80,N
69080,TOWAMBA (PERICOE),-37.1,149.5833,Apr 1897,Apr-71,22.7,31,N
69081,SASSAFRAS,-35.15,150.2667,Jun-01,May-18,16.9,99,N
69082,VERONA,-36.5,149.8,Feb-06,Feb-28,17.3,78,N
69083,WOLUMLA,-36.8,149.8667,Aug-03,Dec-29,23.5,89,N
69084,YAMBULLA,-37.25,149.5167,Jun-03,May-16,10,77,N
69086,TANJA,-36.6167,150.0167,Oct-03,Jan-16,11.3,91,N
69087,COBARGO (COOLAGOLITE (LYREBIRD RIDGE RD),-36.4258,149.9796,Feb-01,Oct-11,10.7,99,N
69088,COUNTEGANY (GAERLOCH),-36.1935,149.4735,Apr-65,Dec-23,33.6,57,N
69089,TATHRA (PANORAMA DRIVE),-36.7227,149.9736,May-02,Dec-14,12.7,100,N
69090,NADGEE FAUNA RESERVE,-37.3068,149.925,Mar-66,Apr-00,33.1,97,N
69091,EDEN (DIRIDGEE),-37.2333,149.9167,Mar-67,Nov-72,4.8,84,N
69092,NELLIGEN CLYDE ROAD,-35.65,150.1167,Jan-67,Oct-71,3.7,76,N
69093,MERIMBULA AIRPORT COMPARISON,-36.9106,149.9017,Aug-69,Dec-98,29.4,100,N
69096,EDEN (CHIP MILL),-37.1,149.9333,Feb-71,Feb-74,2.4,78,N
69098,TOMAKIN (BEVIAN PARK),-35.8167,150.2167,Jan-68,Oct-73,3.2,54,N
69099,NERRIGA (SWELLMANS LODGE),-35.0903,150.0656,Aug-69,Jan-13,41.3,95,N
69100,WYNDHAM (DOVEWOOD),-36.9,149.65,Jun-68,Oct-85,17.3,99,N
69102,NORTH ARALUEN,-35.6333,149.8,Dec-69,Apr-80,10.4,100,N
69103,BODALLA (TYRONE),-36.1333,149.9833,May-70,May-74,2.6,63,N
69104,BROGO (STOCKRIDGE),-36.5167,149.7333,Jul-70,Nov-78,8.3,99,N
69105,ARALUEN (MERRICUMBENE),-35.7333,149.8667,Sep-70,Jun-79,8.8,100,N
69106,WOODBURN STATE FOREST,-35.4,150.4333,Jan-25,Sep-80,55.5,99,N
69107,KAMERUKA (KAMERUKA ESTATE),-36.7385,149.7101,Jan-01,May-15,114.4,100,N
69108,BOMBALA (MOUNTAIN TOP),-37.0688,149.2957,Jan-02,Dec-14,12.9,99,N
69109,BOYD EAST (EDROM),-37.1,149.8,May-47,Dec-47,0.7,100,N
69110,TOWAMBA  (ROSEBANK),-37.0929,149.6266,May-71,Dec-01,30.7,100,N
69111,QUAAMA (MERRYDALE),-36.4699,149.8811,Oct-71,May-11,39.6,100,N
69112,VERONA (SHILOH),-36.4645,149.8224,Mar-72,Nov-19,43.2,90,N
69113,BROOMAN (GEJU),-35.4667,150.25,Mar-74,Aug-74,0.5,100,N
69114,BROGO (BLANCHARDS ROAD),-36.5406,149.8227,Jun-74,Jan-24,44.8,90,N
69115,GUNDILLION (WYANBENE),-35.7833,149.6667,Aug-74,Apr-77,2.8,100,N
69118,BALLALABA (BOURKES HILL),-35.5563,149.6414,May-68,Apr-04,31.8,88,N
69119,BRAIDWOOD (BOMBAY),-35.4463,149.6636,Sep-77,May-93,15.8,100,N
69121,BROOMAN (CARISBROOK),-35.4411,150.2857,Aug-79,Nov-22,38.9,90,N
69122,DALMENY (BINALONG ST),-36.1662,150.11,Sep-09,Jan-24,14.3,99,N
69124,BAWLEY POINT,-35.5167,150.3833,Jan-13,Jun-20,6.9,92,N
69125,BRAIDWOOD (BEDERVALE),-35.4667,149.8167,Jun 1886,Jan-00,13.7,100,N
69126,KIOLOA (LONDON FOUNDATION),-35.5467,150.3767,Jun-80,Oct-86,5.3,83,N
69127,ARALUEN LOWER (ARALUEN RD),-35.6867,149.8382,Jun-80,Jan-24,42.9,98,N
69128,NERRIGA AWS,-35.1103,150.0826,Jun-13,Jan-24,10.7,100,Y
69131,DALMENY (MUMMUGA WAY),-36.1675,150.125,Jan-83,Aug-09,26.7,100,N
69132,BRAIDWOOD RACECOURSE AWS,-35.4253,149.7835,Aug-85,Jan-24,32.7,85,Y
69133,BEMBOKA (THE KNOB),-36.6631,149.5139,Apr-06,Jan-24,16.3,91,N
69134,BATEMANS BAY (CATALINA COUNTRY CLUB),-35.7234,150.1872,Jan-85,Jan-24,33.3,85,N
69137,GREEN CAPE AWS,-37.2622,150.0504,Jun-94,Jan-24,29.4,99,Y
69138,ULLADULLA AWS,-35.3635,150.4828,Jun-94,Jan-24,29.6,100,Y
69139,BEGA AWS,-36.6722,149.8191,Jun-94,Jan-24,29.7,100,Y
69140,BROGO DAM,-36.4948,149.7434,Mar-92,Dec-23,31.8,100,N
69141,CURROWAN (WILD PIG RD),-35.5721,150.1804,Feb-93,Feb-05,12.1,100,N
69142,MORUYA (KIORA),-35.924,150.0362,Jan-69,Jan-24,37.3,68,N
69144,BLACK RANGE (GRANDVIEW LANE),-36.7263,149.8426,Dec-14,Jan-24,9.2,100,N
69145,MORUYA (PLUMWOOD),-35.9763,149.8587,Dec-00,Jan-24,22.9,99,N
69146,KANOONA   (BRINDABELLA),-36.7535,149.7696,Jan-94,Jun-06,12.5,100,N
69147,MERIMBULA AIRPORT AWS,-36.9077,149.8989,Feb-98,Jan-24,26,100,Y
69148,MORUYA AIRPORT AWS,-35.9004,150.1437,Oct-99,Jan-24,24.3,100,Y
69149,CENTRAL TILBA (BRAESIDE),-36.2906,150.0701,May-03,Dec-18,15.7,100,N
69150,BRAIDWOOD (MONGARLOWE (LEWESTON)),-35.3787,150.0034,Oct-04,Jan-24,19,98,N
69151,TURA BEACH (JAMES COOK COURT),-36.8531,149.9344,Apr-06,Dec-13,7.6,98,N
69152,CATHCART (MOUNT DARRAGH),-36.8403,149.5214,Nov-06,Jan-24,16.9,98,N
69153,LOCHIEL (CARISBROOK FARM),-36.9784,149.8027,Aug-07,Dec-23,16.3,99,N
70000,AINSLIE TYSON ST,-35.2583,149.1424,Apr-35,Jan-21,85.7,100,N
70001,MARULAN (ARTHURSLEIGH),-34.5667,150.05,Jan-13,Oct-76,47.7,75,N
70002,BANNABY (HILLASMOUNT),-34.4315,149.9958,Jan-45,Dec-12,67.4,99,N
70003,BANNISTER STATION,-34.6,149.5,Jan-43,Aug-77,34.5,99,N
70004,BOBUNDARA,-36.5,148.9,Jan 1883,Jan-53,66.9,95,N
70005,BOMBALA (THERRY STREET),-36.9113,149.2379,Jan 1885,Jan-24,139.1,100,N
70006,BOX GULLY,-34.65,150.25,Apr-45,Oct-67,18.7,83,N
70007,BREADALBANE (SWEETWOOD LEA),-34.7667,149.4667,Nov-02,Oct-74,71.8,100,N
70008,TOMBONG (SNOWY RIVER @ BURNT HUT CROSSIN,-36.8414,148.9314,Sep-01,Jan-24,9.6,43,N
70009,BUKALONG STATION,-36.7969,149.1972,Jan 1858,Nov-21,163.9,100,N
70010,BUNGARBY (MERAMBEGO),-36.7333,149,Jan-25,Oct-77,50.7,96,N
70011,BUNGENDORE POST OFFICE,-35.2549,149.4446,Jan 1890,Dec-19,128.8,99,N
70012,BUNGONIA (INVERARY PARK),-34.8996,149.9709,Feb 1883,Dec-21,130.3,94,N
70013,BOMBALA (CAMBALONG),-36.8878,149.1107,Jan-20,May-17,92.2,95,N
70014,CANBERRA AIRPORT COMPARISON,-35.3049,149.2014,Mar-39,Dec-10,71.8,100,Y
70015,CANBERRA FORESTRY,-35.3,149.1,Jun-27,Oct-81,53.8,99,N
70016,CAPTAINS FLAT (FOXLOW ST),-35.5889,149.4478,Jan 1898,Jan-24,101,80,N
70017,COOMA (CARLAMINDA),-36.2667,149.3,Mar 1890,Jan-76,82.8,96,N
70018,ROWES (LITTLE PLAINS RIVER @ WELLESLEY),-36.9969,149.0925,Dec-00,Dec-06,6.1,100,N
70019,CAVAN,-35.0167,148.8667,Feb 1881,May-70,89,100,N
70020,CHATSBURY (MARYLAND),-34.5558,149.8331,Feb 1890,Mar-04,108.5,95,N
70021,COLLECTOR (BROOKDALE),-34.9118,149.4333,Jun 1891,Jul-06,113.1,98,N
70022,CONDORE FARM,-35.3,148.8,Oct-10,Jul-52,22.2,53,N
70023,COOMA LAMBIE STREET,-36.2333,149.1167,Feb 1858,Apr-94,118.4,87,N
70024,COTTER RIVER,-35.3,148.9,Oct-10,Nov-55,45.2,100,N
70025,CROOKWELL POST OFFICE,-34.4578,149.4693,Sep 1883,Jan-24,140.4,100,N
70026,DELEGATE POST OFFICE,-37.0434,148.9425,Feb 1897,Jul-04,106.5,99,N
70027,DELEGATE (WEEWALLA),-37.0488,148.993,Jul 1889,Dec-22,133.3,100,N
70028,YASS (DERRINGULLEN),-34.742,148.8897,Aug 1898,Apr-22,119,96,N
70029,DICKSON,-35.25,149.1,Sep-42,Mar-62,19.6,100,N
70030,BUNGENDORE (DOUGLAS),-35.1833,149.4,Jan 1885,Aug-73,72.3,81,N
70031,CHAKOLA (UMERALLA),-36.0667,149.1333,Jan-11,Sep-79,66.4,97,N
70032,FAIRLIGHT STATION,-35.2286,148.9143,Jun 1884,Jan-24,139.7,100,N
70033,FOREST LODGE,-34.6,149.7,Jan-26,Dec-60,35,100,N
70034,FROGMORE,-34.2739,148.84,Jun 1898,Dec-93,71.6,75,N
70035,BUNGENDORE (GIDLEIGH),-35.3081,149.4726,Jan 1886,Jul-16,129.9,99,N
70036,LAKE BATHURST (SOMERTON),-35.0138,149.6508,Nov-31,Oct-22,91,100,N
70037,GOULBURN,-34.75,149.8667,Oct 1857,Apr-67,103.5,94,N
70038,GOULBURN 2,-34.7,149.7,Aug-14,Dec-51,37.4,100,N
70039,TOWRANG GREENWICH PARK,-34.6,149.9333,Jan-45,Feb-82,36.8,99,N
70040,GOULBURN (CHERRYTON),-34.6866,149.5535,Jan-45,Nov-22,68.9,88,N
70041,GOULBURN (GUNDARY PLAINS),-34.85,149.75,Jan-46,Dec-67,21.8,99,N
70042,GUNDAROO (BAIRNSDALE),-35.0333,149.2667,May 1877,Jun-66,72.9,82,N
70043,GUNNING RURAL SUPPLIES,-34.7823,149.2681,Jan 1886,Jan-24,137.5,100,N
70044,COOMA (GURRABEAL),-36.05,149.0833,Mar-00,Nov-77,66.6,86,N
70045,HALL (LOCHLEIGH),-35.1548,149.057,Oct-03,Dec-23,120.3,100,N
70046,HANWORTH TELEGRAPH OFFICE,-34.4,150.0667,Jan-45,Jul-71,26.6,100,N
70047,NARRAWA (HOLLYWOOD),-34.4017,149.1244,Aug-09,Jul-95,77.2,90,N
70048,HOSKINTOWN RADIO OBSERVATORY,-35.3705,149.4251,May-26,Feb-23,76.7,79,N
