Site,Name,Lat,Lon,Start,End,Years,%,AWS
70049,JEIR,-35.1,149,Apr 1892,Jun-93,55.3,55,N
70050,JIMENBUEN,-36.7,148.9,May 1888,Oct-67,70.5,89,N
70051,KAIN (CLAIRMONT),-35.7333,149.5667,Jan-52,Nov-69,3.8,21,N
70052,KADOONA,-35.8,149.6333,Nov-50,Jun-52,1.7,100,N
70053,KEEWONG 2,-35.6,149.2,Jan-26,Aug-53,27.7,100,N
70054,COOMA (KIAORA),-36.2001,149.0602,Jun-04,Dec-23,119.6,100,N
70055,GOULBURN (KIPPILAW),-34.7503,149.5951,Jan 1886,Mar-14,120.6,94,N
70056,KOWEN FOREST,-35.2978,149.2817,Sep-27,Dec-93,64.8,98,N
70057,BRAIDWOOD (KRAWARREE),-35.8238,149.6331,Mar 1898,Jan-24,125.2,99,N
70058,KURINGAI,-36.8,149.15,Jan-40,Dec-52,13,100,N
70059,BELCONNEN (WEETANGERRA),-35.2439,148.9942,Feb 1886,Dec-94,102.7,94,N
70060,LOWER BORO (CALDERWOOD),-35.1559,149.7725,Jan-03,Jan-23,117.5,98,N
70061,MAJORS CREEK (LARMER STREET),-35.5689,149.7391,Feb 1898,Dec-23,87.3,69,N
70062,MAJURA 2,-35.3,149.2,Jan 1886,Feb-51,49.6,76,N
70063,MARULAN (GEORGE ST),-34.7139,150.0031,Jun 1894,Jan-24,110.2,85,N
70064,MICHELAGO (SOGLIO),-35.6797,149.1601,Nov 1884,Oct-23,138.1,99,N
70065,MICHELAGO RAILWAY,-35.7167,149.1667,Jan-41,Jun-62,13.4,62,N
70066,QUEANBEYAN (MOUNT CAMPBELL),-35.45,149.2,Sep 1891,Dec-73,81.8,99,N
70067,NIMMITABEL WASTEWATER TREATMENT FACILITY,-36.5112,149.2794,Jun 1894,Jan-24,128.8,99,N
70068,PADDYS RIVER,-34.6,150.1,Feb-47,Nov-52,1,17,N
70069,CROOKWELL  (GUNDOWRINGA),-34.5438,149.574,Jan-45,Dec-21,76.8,100,N
70070,PIERCES CREEK FORESTRY,-35.3322,148.9242,May-29,May-91,62,100,N
70071,GOULBURN (POMEROY),-34.6514,149.5024,Jan-01,Sep-23,121.7,99,N
70072,QUEANBEYAN BOWLING CLUB,-35.3552,149.2292,Sep 1870,May-19,146.5,98,N
70073,CHAKOLA (RIVERSDALE),-36.0329,149.1323,Jan-33,Dec-22,88.4,98,N
70074,DARBYS FALLS (RIVERSLEA),-33.9667,148.8833,Jun-00,Mar-77,70.8,92,N
70075,ROTHLYN,-36.0667,149.1833,Jan-26,Oct-66,31.7,78,N
70076,RYE PARK,-34.6667,148.9,Apr-02,Jan-70,56.9,84,N
70077,GOULBURN (SPRINGFIELD),-34.9031,149.67,Jan-30,Nov-22,90,97,N
70078,SPRING PONDS,-34.85,150,Jan-35,Dec-56,22,100,N
70079,TARAGO (KILDARE),-35.1167,149.6,May 1884,Feb-82,75.4,77,N
70080,TARALGA POST OFFICE,-34.4048,149.8197,Aug 1882,Jan-24,139.5,99,N
70081,TARLO (BLYTHBURN),-34.6,149.8,Mar-45,Dec-78,33.8,100,N
70082,TAYLORS FLAT (DAVISLEA),-34.2745,149.0232,Jun-26,Jan-15,82.8,93,N
70083,THARWA GENERAL STORE,-35.509,149.0667,Aug-38,Jun-16,73.3,94,N
70084,TOMBONG (OLD TOMBONG),-36.9325,148.9393,Jan-08,Nov-23,115.9,100,N
70085,URIARRA FOREST,-35.2994,148.9222,Sep-27,Dec-02,75.3,100,N
70086,TARAGO (WILLEROO),-35.0333,149.5167,Jul-11,Oct-71,58.3,97,N
70087,WILLOMERE,-34.4,148.9,Jan-39,Oct-67,28.8,100,N
70088,YARRA (ROWE'S LAGOON),-34.8948,149.5201,Sep 1896,Apr-09,107.3,95,N
70090,BELCONNEN (HOLT (PINE RIDGE)),-35.2389,148.9958,Oct-99,Aug-07,7.9,100,N
70091,YASS (LINTON HOSTEL),-34.8313,148.9113,Aug 1898,Mar-11,112.5,100,N
70092,COTTER HOUSE,-35.65,148.8,Jan-33,Nov-52,19.1,96,N
70093,HUNTLY,-35.2804,148.9783,Jul-56,Dec-15,59.4,100,N
70094,COOMA NORTH SMHEC,-36.2167,149.1333,Jun-55,Dec-70,15.5,99,N
70095,URIARRA HOMESTEAD,-35.3333,148.8833,Mar 1886,May-07,16.5,78,N
70096,BERREBANGALO,-34.9,149.2,Sep 1891,Oct-49,58.2,100,N
70097,BREADALBANE (OLD POST OFFICE),-34.7916,149.4923,Jan 1899,Dec-23,86.7,69,N
70098,BREDBO (BREDBO STATION),-35.9702,149.1644,Feb-04,Aug-19,78.7,68,N
70099,CANBERRA (ACTON),-35.3,149.1,Jan-12,Nov-39,26.2,94,N
70100,CANBERRA SOLAR OBSERVATORY,-35.3,149,May-12,Feb-40,18.7,67,N
70101,QUEANBEYAN (CARWOOLA),-35.4167,149.3833,Jan 1891,Dec-73,83,100,N
70102,CURRANDOOLEY,-35.1667,149.5,Oct 1882,Jun-25,42.8,100,N
70103,CANBERRA (DUNTROON MILITARY COLLEGE),-35.3,149.1,Nov 1895,Mar-41,41.2,91,N
70104,LAMBRIGG,-35.5,149.1,Jan 1895,Dec-36,38.1,91,N
70105,MOUNT FAIRY (MERIGAN),-35.1671,149.5925,Oct 1899,Mar-16,104.1,89,N
70106,CATHCART (OLD POST OFFICE),-36.8439,149.3897,Apr 1899,Dec-23,114.3,92,N
70107,DELEGATE STATION,-37.0476,148.9283,Jan-09,Dec-23,115,100,N
70108,YASS,-34.85,148.9,Jan 1877,Sep-13,33.3,91,N
70109,SUTTON,-35.1667,149.25,Nov-53,Dec-56,3.2,100,N
70110,CHAIN-O-PONDS,-34.6167,149.1333,Sep-58,Nov-68,9.2,89,N
70111,BIALA (ALVISON),-34.5612,149.2497,Jan-38,Dec-23,86,100,N
70112,DALTON POST OFFICE,-34.7224,149.1817,Nov 1898,Dec-23,81.7,65,N
70113,GLEN AVON,-34.1333,148.9667,Feb-61,Aug-73,12.6,100,N
70114,BEVENDALE (KAFFNA),-34.55,149.0833,Mar-61,Jan-94,7.9,24,N
70115,COLLECTOR (LERIDA),-34.8803,149.3623,Jan-61,Feb-16,52,94,N
70116,WHEEO (THE HOMESTEAD),-34.4208,149.2355,Nov-60,Oct-08,42.3,88,N
70117,DALTON (ROSE VALLEY),-34.7169,149.1207,Nov-60,Jan-24,63.1,100,N
70118,KYEEMA,-35.1167,149.9333,Jan-42,Feb-71,29.2,100,N
70119,BIG HILL (GLEN DUSK),-34.5679,149.997,Feb-44,Jan-24,76.3,95,N
70121,BRAIDWOOD (BANOON),-35.2833,149.7,Mar-61,Jan-72,10.4,95,N
70122,WINDELLAMA (ROSEVIEW),-35.0167,149.85,Mar-61,Jan-70,8.9,100,N
70124,RICHLANDS (BOUVERIE),-34.3021,149.8768,Jul-59,Nov-22,63.4,100,N
70125,TARALGA (GREENMANTLE),-34.4167,149.9667,Aug-59,Mar-82,22.5,99,N
70126,BURRA (URILA (MIRRIMA)),-35.5567,149.2711,Jan-93,Jul-03,10.6,100,N
70127,STRATHAVEN,-34.4833,150,Jul-59,Apr-67,7.8,99,N
70128,ROSLYN (WILLIGAM HILL),-34.4833,149.6667,Aug-59,Dec-66,6.9,93,N
70129,REDMOUNT,-34.4667,149.5833,Aug-59,Apr-63,3.8,100,N
70130,CROOKWELL (SPRINGWOOD),-34.5333,149.4667,Jul-59,May-74,14.9,100,N
70131,WOODHOUSELEE (LEESTON),-34.545,149.6246,Jan 1879,Jan-24,103.7,71,N
70132,MIDDLE ARM (HOLMWOOD),-34.5167,149.6833,Aug-59,Dec-67,8.3,98,N
70133,KERRAWARY,-34.5,150.0333,Aug-59,Nov-65,3.8,59,N
70134,THE FOREST (BIDGEE),-34.6167,149.7333,Aug-59,Jul-76,17,100,N
70135,MUMMELL (KANGAROOBIE),-34.6608,149.6202,Jul-59,Dec-11,44.6,85,N
70137,GURRUNDAH (WANDONGA),-34.6681,149.433,Jul-59,May-13,53.8,100,N
70138,STRATHMERE,-34.8333,149.6167,Jul-59,Nov-71,12.4,100,N
70139,NORWOOD (GOULBURN),-34.7,149.7167,Aug-59,Jun-69,6.9,70,N
70140,ALLAMBIE,-34.6833,149.7833,Jul-59,Oct-66,7.2,98,N
70141,WINDFARTHING,-34.7667,149.8833,Jul-59,Jan-73,13.6,100,N
70142,TOWRANG (RIVERVIEW),-34.6667,149.8833,Aug-59,Apr-68,8.6,98,N
70143,BRAYTON (LONGREACH),-34.6389,149.9541,Aug-59,Aug-23,63.8,99,N
70144,TARALGA (CIRCLE C),-34.4083,149.8835,Sep-60,Dec-23,57.3,90,N
70145,STRATHAIRD (CLOVERDALE),-34.41,149.7528,Sep-60,Jan-93,32.4,100,N
70146,WOODHOUSELEE (WYNN VIEW),-34.6017,149.625,Sep-60,May-95,27.8,80,N
70147,GOULBURN (HILLWOOD),-34.5604,149.7381,Oct-60,Sep-23,62.4,99,N
70148,KERRAWARRA,-34.5333,150.0167,Sep-60,Apr-64,3.7,100,N
70149,KINGSDALE,-34.7,149.7,Sep-60,Oct-63,2.7,84,N
70150,CHAKOLA (ROSEBROOK),-36.15,149.1833,Oct-62,Mar-66,3.3,93,N
70151,GOONUREA,-34.4833,149.5167,Oct-61,Mar-73,11.5,100,N
70152,GOULBURN H.M.TRAINING CENTRE,-34.75,149.7333,Apr-62,Mar-69,6.8,98,N
70153,DALGETY (SEVERN PARK),-36.4645,148.9341,Jun-62,Nov-23,61.3,100,N
70154,BOMBALA (BANOOL),-36.7333,149.1167,May-62,Feb-76,13.8,99,N
70155,COOMA (BROOKFIELD),-36.3167,149.0333,Jun-62,Apr-70,6.4,81,N
70156,CURRAGHMORE,-36.65,149.35,May-62,Dec-73,11.7,100,N
70157,KYBEYAN (GANNAWARRAH),-36.3519,149.4236,Jun-62,Nov-95,33.5,100,N
70158,BOMBALA (WOODBURN),-37.0343,149.1547,May-62,Oct-11,48.3,97,N
70159,DALGETY (IRONMONGIE),-36.6,148.9333,Jan-46,Jul-74,28.3,99,N
70160,MOUNT COOPER,-36.6833,149.2167,May-62,May-74,9,74,N
70161,COOMA (MYALLA),-36.4238,149.1106,Jun-62,Dec-23,61.5,100,N
70162,DALGETY (OAKLEIGH),-36.7833,148.8667,Jan-61,Jul-73,12.6,100,N
70163,PEAK VIEW POST OFFICE,-36.0667,149.3833,Jun-62,Dec-74,9.8,77,N
70164,CRAIGIE (QUINBURRA),-37.1,149.0667,May-62,Sep-84,22.3,100,N
70165,ROCK FLAT (OLD POST OFFICE),-36.3541,149.198,Jan-59,Dec-23,65,100,N
70166,NIMMITABEL (SPRINGFIELD OLD),-36.55,149.0833,Jan-56,Aug-74,14.9,80,N
70167,ROCKTON (WOG WOG),-37.0833,149.4667,May-62,Apr-69,6.4,92,N
70169,GINNINDERRA CSIRO,-35.1966,149.084,Apr-62,Dec-19,57.7,100,N
70170,MEDWAY (MARULAN 575),-34.7167,150.0167,Oct-61,Mar-67,5.5,100,N
70171,RUGBY (CAROVALE),-34.394,148.9943,Mar-04,Jan-15,77.8,70,N
70172,GUDGENBY,-35.75,148.9833,Jul 1886,Oct-88,54,53,N
70173,GUNNARY,-34.3833,148.8667,Jan-06,Nov-39,32.2,95,N
70174,WINDELLAMA (PINDAROO),-34.9597,149.8549,Dec-99,Jan-24,23.8,99,N
70175,MULLOON,-35.35,149.65,Jan-05,Dec-30,24.5,94,N
70176,MUGWILL,-35.05,149.25,Jun-05,May-29,23.7,99,N
70177,KYBEAN,-36.3833,149.4,Dec-05,May-17,11.5,100,N
70178,HARDWICKE,-34.8667,148.9833,Sep 1891,Sep-10,19.1,100,N
70179,KIALLA,-34.55,149.4667,May 1896,Sep-32,32.8,90,N
70180,GURRUNDAH,-34.6167,149.45,Mar-03,Jan-14,9.1,83,N
70181,GLENFERGUS,-36.25,149.2667,Mar 1898,Dec-40,41.5,97,N
70182,DANDELONG,-36.25,149.25,Feb-03,Jul-24,20.8,97,N
70183,WINDELLIMA (BUDJONG),-35.0667,149.8833,Apr 1899,Nov-38,39.1,98,N
70184,BRINDABELLA STATION,-35.4,148.7,Jun-05,May-50,24.4,54,N
70185,BRINDABELLA MOUNTAINS,-35.4,148.8,Feb-29,Feb-49,17.2,85,N
70186,BOX FOREST,-34.5,149.5,Jul 1895,Apr-01,5.8,100,N
70187,YASS (BLOOMFIELD 2),-35.0333,148.8833,Jan-03,Nov-19,16.8,99,N
70188,TAEMAS,-35,148.8,May-21,Jul-41,16.3,81,N
70189,UMARALLA,-36.0667,149.2,Jan 1895,Jun-11,13.5,82,N
70190,VALE VIEW,-35.1,149.6,Jan-32,Mar-45,9.6,72,N
70191,TALLAGANDA (TINTINARA),-35.5969,149.5783,Apr-00,Jan-12,9.8,83,N
70192,WEE JASPER (MOUNTAIN TRAILS),-35.1166,148.7668,May-00,Jun-01,1.2,100,N
70193,TELOPEA PARK,-35.5667,149.1,Oct-09,Oct-33,17.3,72,N
70194,SUTTON PUBLIC SCHOOL,-35.1667,149.3,Oct-04,Apr-22,9.5,54,N
70195,NUMBLA VALE (CORRYNTH),-36.6053,148.8475,Jan-76,Dec-10,35,100,N
70196,BYWONG,-35.1333,149.3,Sep 1898,Dec-06,8.3,100,N
70197,URIARRA (WOODSIDE),-35.35,148.9333,Jun 1896,Jul-34,38.2,100,N
70198,WHEEO,-34.4667,149.2833,Aug 1889,Dec-13,17.9,73,N
70199,NUMERALLA (BADJA COMPOSITE),-36.0767,149.5134,Dec-65,Jul-15,49.5,100,N
70200,SAMARES,-34.8167,149.6667,Mar 1889,Jul-12,23.3,99,N
70202,QUEANBEYAN 2,-35.3,149.2,Dec 1884,Mar-25,40.3,100,N
70203,GOOMA WOODLANDS (BOBEYAN),-35.9,149,Aug-07,Oct-35,27.9,99,N
70204,WOODVILLE (BINDA),-34.3,149.5833,Mar 1890,Dec-14,20.9,84,N
70205,BEVENDALE,-34.55,149.0833,Mar 1893,Dec-21,26.8,93,N
70206,ORRORAL VALLEY (STADAN),-35.6333,148.95,Feb-67,Aug-85,17.8,95,N
70207,HOLTS FLAT (ROCKDALE),-36.6439,149.2644,Jan-67,Jun-88,21.5,100,N
70208,CRAIGIE (FINCHLEY),-37.1346,149.0603,Mar-67,Sep-23,56.3,99,N
70209,BOOMBALA (PATANGA),-37.0667,149.2667,Jan-67,Sep-75,8.3,95,N
70210,GOULBURN AERO CLUB,-34.8167,149.7333,May-67,Sep-71,4.4,100,N
70213,GURRUNDAH (ASHWELL),-34.6479,149.3958,Sep-67,Mar-19,50.6,98,N
70214,PARKERS GAP,-35.6311,149.5,Jul-01,Jan-24,22.4,99,N
70215,PARKERS GAP (KINDERVALE),-35.6333,149.5167,Jan-68,Aug-77,6.5,67,N
70217,COOMA AIRPORT AWS,-36.2939,148.9725,Dec-82,Jan-24,36.8,89,Y
70218,BEVANDALE (WYANGALA),-34.5,149,Jan-71,Jun-75,4.1,91,N
70219,BRAIDWOOD (KHAN YUNIS),-35.8627,149.6395,Jan-66,Nov-20,48.4,88,N
70220,BOOROWA POST OFFICE,-34.4382,148.7158,Jan 1882,Jan-19,136.3,99,N
70221,COOGONG,-35.3833,149.2333,Oct-10,Feb-24,10.4,78,N
70222,CULBOOKIE,-35.55,149.25,Nov-19,Feb-26,6.3,100,N
70223,SUNNYBRAE,-35.5833,149.3167,Oct-10,Oct-19,9.1,100,N
70224,REIDS FLAT,-34.1333,149.0167,Jan 1890,Jan-18,27.1,96,N
70225,CROOKWELL (HOLBOROW STREET),-34.4582,149.4599,Aug-97,Oct-17,19.5,96,N
70226,RIVERSVIEW,-36.2,149.0333,Apr 1889,Oct-18,23.7,80,N
70227,SUTTON POST OFFICE,-35.1667,149.2667,Apr 1885,Jan-07,21.8,100,N
70228,CANIA (PRETORIA-COOMA),-36.3833,149.2167,Jun-20,Feb-26,5.8,100,N
70229,QUIALIGO (BULLAMALITO AVE),-34.9357,149.7885,Nov-09,Jan-17,2.7,37,N
70230,WINDELLAMA (BUBURBA),-35.0167,149.8667,May-70,Jun-76,6.2,100,N
70231,STROMLO FOREST,-35.3266,149.0492,Jan-68,Dec-23,52.2,93,N
70232,SUTTON (UBA),-35.2451,149.2613,Aug-70,Dec-23,53.4,100,N
70233,SUTTON THE ANCHORAGE,-35.2189,149.2754,Aug-70,Oct-23,52.7,99,N
70234,BUNGENDORE OLD KOWEN,-35.2667,149.3333,Aug-70,Nov-76,6.3,100,N
70235,GUNDAROO (TILLYGREIG),-35.0667,149.2667,Sep-70,Jan-71,0.4,100,N
70236,KOORONG,-37.05,149.1667,Feb 1899,Dec-26,27.8,99,N
70237,NIMMITABEL (COTTESLOE),-36.5902,149.3824,Jan-71,Jan-24,51.1,96,N
70238,KIRKENONG,-37.0833,148.9667,Jan-00,Dec-18,19,100,N
70239,DELEGATE (WALLENDIBBY EAST),-36.8984,148.7425,Jan-43,Aug-09,66.7,100,N
70240,GOULBURN N.E.,-34.75,149.7,Jun-06,Sep-91,12.2,14,N
70241,HONEYSUCKLE CREEK,-35.5833,148.9833,Aug-67,Nov-81,14.3,99,N
70242,ARANDA (BINDAGA ST),-35.2572,149.0742,Jul-71,Jan-24,52.6,100,N
70243,CHIFLEY,-35.35,149.0833,Jul-71,Feb-76,4.6,98,N
70244,TORRENS,-35.3833,149.0833,Jul-71,Dec-77,6.5,100,N
70245,FARRER LONGERENONG STREET,-35.3833,149.1,Jul-71,Dec-94,21.5,91,N
70246,CANBERRA PARLIAMENT HOUSE,-35.3099,149.1267,Jan-68,Jan-24,52.5,94,N
70247,CANBERRA (AUSTRALIAN NATIONAL BOTANIC GA,-35.2776,149.1095,Jan-68,Jan-24,56.1,100,N
70248,CURTIN,-35.3333,149.0833,Jul-71,Dec-86,15.5,100,N
70249,GARRAN (FEDERAL GOLF CLUB),-35.3302,149.1092,Jul-71,Jun-12,39.1,95,N
70250,SCULLIN (BROADSMITH STREET),-35.2322,149.0375,Jul-71,Mar-03,28.8,91,N
70251,DEAKIN DENISON STREET,-35.3239,149.0906,Jul-71,Jul-97,25.6,98,N
70252,RED HILL CITY PARKS DEPOT,-35.3333,149.1333,Jul-71,Jul-96,16.3,65,N
70253,O'CONNOR (BELCONNEN WAY),-35.2614,149.1083,Jul-71,Mar-95,22.1,93,N
70254,FYSHWICK CITY PARKS,-35.3267,149.15,Jul-71,Jun-97,23.9,92,N
70255,MITCHELL (EXHIBITION PARK),-35.2281,149.145,Jul-71,May-20,47.2,96,N
70256,MAWSON (BERNACCHI ST),-35.3621,149.0973,Jan-71,Apr-16,39,86,N
70257,CAMPBELL,-35.2833,149.15,Jul-71,Jan-91,19.6,100,N
70258,COOMA NORTH GERINGA AVENUE,-36.2167,149.1333,Mar-71,Jun-73,2.3,96,N
70259,FISHER,-35.3667,149.05,Sep-71,Sep-90,18.9,99,N
70260,URIARRA FOREST 2,-35.3,148.9167,Jul-71,Dec-74,3.5,100,N
70261,JERRABATTGULLA (GILSTON),-35.6904,149.5869,Oct-71,Dec-23,50.3,96,N
70262,WESTON CAMPUS C.I.T.,-35.3306,149.06,Nov-71,Feb-00,27.4,97,N
70263,GOULBURN TAFE,-34.7495,149.7034,Sep-71,Jan-24,49,93,N
70264,TAYLORS FLAT (GUNNARY (BURNBRAE)),-34.3736,148.8221,Jan-84,Sep-18,32.5,93,N
70265,STOCKYARD CREEK HUT,-35.5,148.8,Jan-40,Oct-46,5.7,83,N
70268,YASS (CAVAN WEST),-35.0156,148.7948,Jun-70,Nov-16,38.4,83,N
70269,MARULAN (JOHNNIEFELDS),-34.666,149.9896,Oct-72,Nov-23,44.4,87,N
70270,COOMA (WOODEND),-36.2118,149.2653,Jan-73,Feb-19,45.9,99,N
70271,GOULBURN FILTRATION PLANT,-34.75,149.7,Dec-72,Apr-77,4.4,100,N
70274,RIVETT,-35.35,149.0333,Jan-73,Mar-78,5.3,100,N
70275,MACQUARIE BENNELONG CRESCENT,-35.25,149.0667,Jan-73,Dec-91,19,100,N
70276,NERRIGA (OALLEN),-35.1678,149.9583,Dec-72,Jun-92,19.6,100,N
70277,MELBA (VERBRUGGHEN STREET),-35.2115,149.0506,May-73,May-23,50,100,N
70278,COOMA VISITORS CENTRE,-36.2318,149.1243,Oct-73,Jan-24,50.2,100,N
70279,DALGETY (REYNELLA),-36.76,148.8483,Jan-74,Jun-92,17.3,93,N
70282,CANBERRA CITY,-35.2667,149.1167,Dec-74,Dec-88,14.1,100,N
70284,KIALLA (GLEN ABER),-34.5333,149.45,Oct-74,May-81,6.6,99,N
70285,GOULBURN ST JOHNS,-34.7667,149.7,Jan-75,May-78,3.4,100,N
70287,BURRA (HUTCHINSON PLACE),-35.5783,149.2067,Apr-01,Feb-07,5.8,98,N
70288,TOMBONG THE FOREST,-36.8667,148.9,Aug-75,May-84,8.8,100,N
70290,COLLECTOR (WINDERADEEN),-34.9398,149.4269,May-76,Mar-18,41.8,100,N
70291,BIBBENLUKE (BLACK LAKE),-36.85,149.3,Jun-63,Nov-74,11.5,100,N
70292,KAMBAH (MURRUMBIDGEE COUNTRY CLUB),-35.3894,149.04,Apr-78,Oct-07,24.6,83,N
70293,PINE ISLAND,-35.425,149.06,May-78,Dec-87,9.5,98,N
70294,BUNGENDORE PUBLIC SCHOOL,-35.25,149.45,Jan 1890,May-16,20.8,79,N
70295,BEVENDALE (RIVERVIEW),-34.5327,149.1208,Mar-78,Jan-24,45.9,100,N
70296,DALTON (MILVERTON),-34.7153,148.9925,Mar-78,Aug-21,43.4,100,N
70297,RYE PARK (BARRACKVILLE),-34.5991,148.9364,Jan-78,Aug-18,35.3,87,N
70299,NUMERALLA (GLOCCA MORRA),-36.1827,149.3467,May-68,Dec-23,52.2,94,N
70300,BOOROWA 2,-34.45,148.8,Dec 1895,Apr-06,10.3,99,N
70301,BOOROWA 3,-34.45,148.7167,Dec 1881,Dec-07,26.1,100,N
70302,COOMA (ARABLE),-36.3833,148.9667,Jan 1884,Dec-01,10.9,61,N
70303,GOULBURN (BAW BAW),-34.7167,149.6333,Jan 1886,May 1891,5.4,100,N
70304,JERANGLE (ANEMBO),-35.8333,149.4333,Apr-03,Jan-07,3.8,100,N
70305,WANNIASSA,-35.4025,149.0772,Sep-80,May-94,13.4,98,N
70307,BRUCE (AUSTRALIAN INSTITUTE OF SPORT),-35.2459,149.1067,Feb-81,Jan-24,41.8,97,N
70308,TORRENS (DARKE ST),-35.3757,149.087,Jul-54,Jan-24,39.8,57,N
70309,DELEGATE RIVER AT QUIDONG,-36.9131,149.0372,Dec-00,Jan-24,22.4,97,N
70310,TIDBINBILLA NATURE RESERVE,-35.4408,148.9422,May-66,Aug-12,45.8,99,N
70311,HOLDER CITY PARK,-35.3319,149.0506,Feb-83,Dec-88,5.8,99,N
70312,NAMADGI NATIONAL PARK (GLENDALE CROSSING,-35.692,149.0052,Oct-83,Sep-05,11.2,51,N
70313,TARAGO (WOODLAWN MINES),-35.0667,149.5833,Mar-79,Jun-88,5.1,54,N
70314,WANNIASSA HILLS HOLDEN CRESC,-35.3928,149.0819,Aug-83,Jun-91,7.7,97,N
70315,GUNGAHLIN,-35.2197,149.1283,Feb-84,Jun-88,3.9,89,N
70316,BENDORA DAM,-35.4424,148.8296,Jan-74,Oct-18,39.9,89,N
70317,CORIN DAM,-35.5368,148.8383,Jan-74,Aug-04,25.3,82,N
70318,RICHARDSON,-35.4325,149.12,May-85,Apr-88,3,100,N
70319,GOWRIE,-35.4,149.1167,May-85,Apr-88,3,100,N
70321,JERANGLE (LYONS CREEK),-35.747,149.3515,Nov-85,Dec-22,37.2,100,N
70322,CORIN FOREST REC FACILITY,-35.5155,148.9216,Apr-86,Dec-12,22.6,84,N
70324,CAPTAINS FLAT (BALLINAFADO PLANTATION),-35.634,149.4184,Nov-08,Feb-11,2.3,100,N
70325,WOLLONDILLY (RIVER VIEW),-34.3513,150.081,Jun-73,Nov-19,41.3,89,N
70326,CRAIGIE (BONDI FOREST LODGE),-37.1473,149.1496,Jan-30,Aug-23,92.7,99,N
70327,GUNDAROO STORE,-35.0277,149.264,May-87,Mar-14,26.3,97,N
70328,BOMBALA AWS,-37.0016,149.2336,Jun-94,Jan-24,29.7,100,Y
70330,GOULBURN AIRPORT AWS,-34.8085,149.7311,Jun-94,Jan-24,29.7,100,Y
70331,LANYON HOUSE,-35.4915,149.0732,Nov-89,May-19,24.7,83,N
70332,THEODORE (CONLON ST),-35.45,149.1167,Jan-89,Feb-01,11.6,95,N
70333,NARRAWA (LACHLAN RIVER),-34.3973,149.0908,Dec-00,Jan-24,16,69,N
70334,NERRIGA (TIMBERLIGHT),-35.1138,149.9625,Jul-92,Nov-23,31.4,100,N
70335,HILLVIEW (SHOALHAVEN RIVER),-35.2,149.955,Dec-00,Jan-24,23.2,100,N
70336,HOLTS FLAT (BELLEVUE),-36.5971,149.2974,Oct-93,Dec-23,29.8,99,N
70337,DALGETY  (JIMENBUEN),-36.7252,148.8548,Nov-93,Sep-15,11.2,51,N
70338,CANBERRA AERO COMPARISON,-35.3083,149.1936,Jan-96,Dec-97,2,100,N
70339,TUGGERANONG (ISABELLA PLAINS) AWS,-35.4184,149.0937,May-96,Jan-24,27.8,100,Y
70340,NICHOLLS (GUNGAHLIN LAKES),-35.1837,149.1122,Jul-98,Jan-24,25.6,100,N
70342,LOWER BORO (ANNWYN),-35.1913,149.6598,Jun-02,Jan-24,21.5,99,N
70343,MANUKA  OVAL,-35.3166,149.1343,Jun-02,Oct-07,4.6,85,N
70344,MURRUMBATEMAN (MCINTOSH CIRCUIT),-34.9832,149.0142,Jan-85,Jun-19,32.8,95,N
70345,YASS (NARRANGULLEN),-35.0258,148.7279,Aug-03,Feb-16,9.8,78,N
70346,SUTTON (GOOLABRI DVE),-35.1889,149.251,Feb-02,Jan-24,21.8,99,N
70347,GOOGONG (FERNLEIGH DVE),-35.4422,149.187,Mar-04,Jan-12,7.8,98,N
70348,BUMBALONG (UPSTREAM RD),-35.8618,149.1321,Mar-04,Jan-23,18.9,100,N
70349,MOUNT GININI AWS,-35.5293,148.7721,Jun-04,Jan-24,19.3,98,Y
70350,GINNINDERRA (CHARNWOOD (ACT)),-35.2063,149.0113,Jul-13,Jan-24,10.1,95,
70351,CANBERRA AIRPORT,-35.3088,149.2004,Sep-08,Jan-24,15.4,100,Y
70354,BUNGENDORE (LOCKHART),-35.3307,149.5212,May-06,Dec-23,15.8,90,N
70355,CHATSBURY (CHAPMANS LANE),-34.5677,149.8218,May-09,Nov-21,12.6,100,N
70356,COOMA (COOLRINGDON),-36.2718,148.97,Jan-10,Oct-23,13.6,98,N
70358,YASS (RURAL FIRE SERVICE),-34.8225,148.908,Apr-11,Jun-18,7.3,100,N
70361,RYE PARK (GLENFLESK),-34.5431,148.9181,Sep-11,Dec-23,12.3,100,N
70362,DALTON (HILLVIEW),-34.7216,149.1716,Jul-19,Jan-24,0.9,20,N
70363,GUNNARY (BURNBRAE),-34.3736,148.8221,Feb-15,Dec-23,6.3,71,N
71000,ADAMINABY ALPINE TOURIST PARK,-35.9962,148.7693,Nov 1886,Nov-22,134.2,99,N
71001,BERRIDALE PUBLIC SCHOOL,-36.4,148.8,Nov-26,Feb-47,11.8,58,N
71002,BULLS HEAD,-35.3833,148.8,Jan-40,Dec-53,12.8,92,N
71003,CHARLOTTE PASS (KOSCIUSKO CHALET),-36.4335,148.3327,Jun-30,Feb-15,46.5,55,N
71004,CURRANGORAMBLA,-35.7333,148.6833,Jan-21,Jul-59,36.9,96,N
71005,DALGETY (HAMILTON ST),-36.503,148.8404,Mar 1896,Dec-23,125.9,98,N
71006,INGEBYRA BARRY WAY,-36.65,148.4833,Mar-45,Dec-74,29.4,99,N
71007,JINDABYNE,-36.416,148.6092,Jan-39,Mar-05,38.8,59,N
